keyword,suggestions,semantic_match,related
wealth,"['prosperity', 'richness', 'prosper', 'health', 'luxury', 'wellbeing', 'lifestyle', 'providence', 'valuable', 'heath', 'lasting', 'stealth', 'happiness', 'charity', 'provide', 'spent', 'filth', 'medical']",['providence'],"['prosperity', 'richness', 'prosper', 'health', 'luxury', 'wellbeing', 'lifestyle', 'providence', 'valuable', 'heath', 'lasting', 'stealth', 'happiness', 'charity', 'provide', 'spent', 'filth', 'medical']"
services,['emergency'],[],['emergency']
sick,"['illness', 'flu', 'hospital', 'disease', 'infection', 'woozy', 'patient', 'immune', 'infect', 'antibiotic', 'medicine', 'anemia', 'cancer', 'leukemia', 'thermometer', 'measles', 'diagnose', 'well', 'doctor', 'aids']","['hospital', 'antibiotic', 'medicine', 'cancer', 'leukemia', 'thermometer', 'measles', 'doctor', 'clinic', 'asthma']","['illness', 'flu', 'hospital', 'disease', 'infection', 'woozy', 'patient', 'immune', 'infect', 'antibiotic', 'medicine', 'anemia', 'cancer', 'leukemia', 'thermometer', 'measles', 'diagnose', 'well', 'doctor', 'aids', 'recovery', 'remedy', 'clinic', 'mental illness', 'psychosis', 'worse', 'epidemic', 'syndrome', 'asthma', 'alcoholic', 'pill', 'nurse', 'dose', 'healthcare', 'mental health', 'ulcer', 'treatment', 'recover', 'diabetes', 'worsen', 'condition', 'drugstore', 'microbe', 'heal', 'obese', 'nursing', 'disorder', 'alcoholism', 'steroid', 'insulin']"
vaccine,"['measles', 'immune', 'immunity', 'injection', 'flu', 'antidote', 'vaccination', 'medicine', 'cure', 'arsenic', 'epidemic', 'infect', 'steroid', 'antibiotic', 'disease']","['measles', 'antidote', 'vaccination', 'medicine', 'antibiotic']","['measles', 'immune', 'immunity', 'injection', 'flu', 'antidote', 'vaccination', 'medicine', 'cure', 'arsenic', 'epidemic', 'infect', 'steroid', 'antibiotic', 'disease']"
blindness,"['sickness', 'diabetes']",[],"['sickness', 'diabetes']"
nutritious,"['succor', 'broccoli', 'protein', 'vitamin', 'soup']","['broccoli', 'protein', 'soup']","['succor', 'broccoli', 'protein', 'vitamin', 'soup']"
contraception,"['birth control', 'pill', 'prevention', 'protector']","['pill', 'protector']","['birth control', 'pill', 'prevention', 'protector']"
promotion,"['promote', 'prevention', 'corporal', 'do well']",['corporal'],"['promote', 'prevention', 'corporal', 'do well']"
aesthetics,"['ethics', 'physique']",['physique'],"['ethics', 'physique']"
moisture,"['lotion', 'rain forest']",['rain forest'],"['lotion', 'rain forest']"
floss,"['dental', 'toothpick', 'teeth', 'toothbrush', 'dentist', 'oral', 'mental']","['dental', 'toothpick', 'teeth', 'dentist']","['dental', 'toothpick', 'teeth', 'toothbrush', 'dentist', 'oral', 'mental']"
nicotine,"['smoker', 'cigarette', 'goodness', 'caffeine']","['smoker', 'cigarette', 'caffeine']","['smoker', 'cigarette', 'goodness', 'caffeine']"
well,"['wishing', 'recover', 'sick', 'alive', 'living', 'better', 'alright', 'fit', 'recovery', 'immune', 'wellbeing', 'flourish', 'manage', 'heal', 'illness', 'remedy', 'spent', 'heath', 'condition', 'healthcare']","['shake', 'medicine', 'doctor']","['wishing', 'recover', 'sick', 'alive', 'living', 'better', 'alright', 'fit', 'recovery', 'immune', 'wellbeing', 'flourish', 'manage', 'heal', 'illness', 'remedy', 'spent', 'heath', 'condition', 'healthcare', 'improvement', 'immunity', 'sanity', 'shake', 'medicine', 'eternal', 'health', 'prosperity', 'doctor']"
essential,"['vital', 'healthcare', 'heartbeat', 'protein', 'vitamin', 'amino acid', 'services', 'mandatory', 'enzyme', 'sunscreen', 'hygiene', 'survivor', 'welfare', 'kidney']","['protein', 'mandatory', 'survivor', 'kidney']","['vital', 'healthcare', 'heartbeat', 'protein', 'vitamin', 'amino acid', 'services', 'mandatory', 'enzyme', 'sunscreen', 'hygiene', 'survivor', 'welfare', 'kidney']"
hernia,['ulcer'],['ulcer'],['ulcer']
diet,"['calorie', 'willpower', 'regime', 'fiber', 'gluten', 'diabetes', 'supplement', 'protein', 'vegetarian', 'weight', 'cleanse', 'cholesterol', 'nutritious', 'health', 'cleansing', 'vegan', 'thin', 'juicer', 'nourish', 'sodium']","['gluten', 'protein', 'vegetarian', 'cholesterol', 'vegan', 'juicer', 'fatty', 'greens', 'yogurt', 'physique']","['calorie', 'willpower', 'regime', 'fiber', 'gluten', 'diabetes', 'supplement', 'protein', 'vegetarian', 'weight', 'cleanse', 'cholesterol', 'nutritious', 'health', 'cleansing', 'vegan', 'thin', 'juicer', 'nourish', 'sodium', 'fatty', 'greens', 'yogurt', 'lipid', 'amino acid', 'wellbeing', 'physique', 'laxative', 'essential', 'lifestyle', 'die', 'tofu', 'nourishment', 'stroke', 'fit', 'eating', 'herbivore', 'fitness', 'glucose', 'vitamin', 'blueberry', 'salad', 'exercise', 'fruit']"
hydrate,"['refresh', 'lotion']",[],"['refresh', 'lotion']"
obscure,[],[],[]
detector,"['inspector', 'scanner']",['inspector'],"['inspector', 'scanner']"
obese,"['fatty', 'weight', 'diabetes', 'treadmill', 'robust', 'diet', 'gluten', 'junk food', 'fitness', 'tummy']","['fatty', 'gluten', 'junk food', 'fitness', 'tummy']","['fatty', 'weight', 'diabetes', 'treadmill', 'robust', 'diet', 'gluten', 'junk food', 'fitness', 'tummy']"
organism,"['microbe', 'enzyme']",[],"['microbe', 'enzyme']"
pharmacist,"['drugstore', 'antidote']","['drugstore', 'antidote']","['drugstore', 'antidote']"
social security,['benefit'],[],['benefit']
physician,"['surgeon', 'medic', 'diagnose', 'stethoscope']","['surgeon', 'medic', 'stethoscope']","['surgeon', 'medic', 'diagnose', 'stethoscope']"
advocate,"['promote', 'charity']",[],"['promote', 'charity']"
glucose,"['diabetes', 'insulin', 'brown sugar', 'crystal', 'wheat']","['crystal', 'wheat']","['diabetes', 'insulin', 'brown sugar', 'crystal', 'wheat']"
cure,"['antidote', 'prevention', 'treatment', 'vaccine', 'medicine', 'disease', 'tonic', 'antibiotic', 'cancer', 'diagnose', 'dopamine', 'vaccination', 'doctor', 'cortisone', 'healthcare', 'aloe', 'immunity', 'improve', 'first aid', 'therapist']","['antidote', 'vaccine', 'medicine', 'antibiotic', 'cancer', 'vaccination', 'doctor', 'clinic', 'leukemia', 'hospital']","['antidote', 'prevention', 'treatment', 'vaccine', 'medicine', 'disease', 'tonic', 'antibiotic', 'cancer', 'diagnose', 'dopamine', 'vaccination', 'doctor', 'cortisone', 'healthcare', 'aloe', 'immunity', 'improve', 'first aid', 'therapist', 'sickness', 'clinic', 'ill', 'leukemia', 'injection', 'recovery', 'infection', 'medical', 'hospital']"
opt,[],[],[]
peanut butter,"['celery', 'smoothie', 'honey']","['celery', 'honey']","['celery', 'smoothie', 'honey']"
apple,"['fruit', 'juice', 'pear', 'pomegranate', 'cinnamon', 'nutritious', 'juicer', 'orange juice', 'produce', 'blueberry', 'arsenic', 'diet', 'carrot', 'learning', 'anemia', 'aesthetics', 'tangerine', 'nourishment', 'nourish', 'prime']","['fruit', 'juice', 'pear', 'pomegranate', 'cinnamon', 'juicer', 'orange juice', 'blueberry', 'carrot', 'tangerine']","['fruit', 'juice', 'pear', 'pomegranate', 'cinnamon', 'nutritious', 'juicer', 'orange juice', 'produce', 'blueberry', 'arsenic', 'diet', 'carrot', 'learning', 'anemia', 'aesthetics', 'tangerine', 'nourishment', 'nourish', 'prime', 'caffeine', 'cigar', 'organic', 'grapefruit', 'vegetable']"
survivor,"['immunity', 'immune', 'brave']",[],"['immunity', 'immune', 'brave']"
liver,"['organs', 'kidney', 'transplant', 'alcoholism', 'insulin', 'anemia', 'cleansing', 'colon', 'vitality', 'alcoholic', 'disease', 'lung']","['organs', 'kidney', 'colon', 'lung']","['organs', 'kidney', 'transplant', 'alcoholism', 'insulin', 'anemia', 'cleansing', 'colon', 'vitality', 'alcoholic', 'disease', 'lung']"
yogurt,"['smoothie', 'granola', 'enzyme', 'blueberry', 'yoga', 'ensure', 'amino acid', 'vitality', 'diet', 'aid', 'junk food', 'protein', 'blender', 'calcium']","['granola', 'blueberry', 'yoga', 'junk food', 'protein', 'blender', 'calcium']","['smoothie', 'granola', 'enzyme', 'blueberry', 'yoga', 'ensure', 'amino acid', 'vitality', 'diet', 'aid', 'junk food', 'protein', 'blender', 'calcium']"
teeth,"['floss', 'dentist', 'dental', 'toothpick', 'toothbrush', 'oral', 'calcium', 'hygiene', 'eating', 'herbivore', 'artichoke', 'scare', 'ulcer', 'transplant', 'clean', 'gluten', 'disease', 'root', 'examination', 'surgery']","['floss', 'dentist', 'dental', 'toothpick', 'calcium', 'herbivore', 'artichoke', 'ulcer', 'gluten', 'root']","['floss', 'dentist', 'dental', 'toothpick', 'toothbrush', 'oral', 'calcium', 'hygiene', 'eating', 'herbivore', 'artichoke', 'scare', 'ulcer', 'transplant', 'clean', 'gluten', 'disease', 'root', 'examination', 'surgery']"
mobility,"['activity', 'aids', 'promotion']",[],"['activity', 'aids', 'promotion']"
